id;title;short_desc;zone;infos;services;contact;address;mail;phone;openinghours;interneturl;appointmenturl;virtualvisiturl;crousandgourl;albumurl;bookingurl;troubleshootingurl;house_services;images;geocalisation;photo;regions
72;Résidence Centre de vie;À proximité du LPI et à 5min en transport de l'ENSMA;Futuroscope;"La résidence se situe à proximité du LPI et à 5 mn en transport de l'ENSMA.Elle comprend des T1 (appartement en duplex kitchenette, sanitaires individuels) et des T3 (colocation possible - loyer divisé par deux), chambres et sanitaires individuels, grand espace de vie commun avec kitchenette. 
  
Secrétariat à la Résidence Gémini - téléport 2 - 8 avenue Blaise Pascal - Chasseneuil du Poitou 
Horaires d’ouverture des bureaux administratifs :
du lundi au jeudi de 9h à 13h et de 14h à 17h (16h  le vendredi) - Fermé le mercredi 
  
Visite virtuelle de la résidence";"Parking
 Laverie
 Wifi

   

Colocation";"Résidence Centre de vie
 20 rue du Belvédère86130 JAUNAY MARIGNY 
 Téléphone : 05.49.49.85.02E-mail : logements.futuroscope@crous-poitiers.fr";20 rue du Belvédère 86130 JAUNAY MARIGNY;logements.futuroscope@crous-poitiers.fr;05.49.49.85.02;;;;http://www.stockcrous.fr/visites/Centre%20de%20Vie/Residence%20Centre%20de%20vie.html;;;;;"{""house_service"": [""Parking"", ""Internet / Wifi"", ""Laverie"", ""Distribution protections périodiques""]}";;46.6806221008, 0.3659426868;https://admin-v2.crous-mobile.fr//media/crous-images/4e78f4a28c294b10d008096639917ae5.jpeg;Nouvelle-Aquitaine
74;Résidence Francine Poitevin;À proximité de l'UFR des Lettres et de l'Ensip;Poitiers Campus;"Le résidence se situe à proximité de l'UFR des Lettres et de l'ENSIP. 
Elle comprend des T1 meublés et équipés de Kitchenette et de sanitaires individuels. 
Loyer charges comprises sauf l’électricité.  
  
Moyens d'accès :
Arrêts de bus à proximité : Maison des étudiants, Champlain, Rosiers 
  
Secrétariat de la résidence à la cité Descartes - 11/15 rue Raoul Follereau (Bât. C19) - campus. 
Horaires d’ouverture des bureaux administratifs :
du lundi au vendredi de 9h à 16h45. 
   
   
Visite virtuelle de la résidence";"Laverie
 Internet
 Parking fermé";"Résidence Francine Poitevin
 199 avenue du Recteur Pineau - Bâtiments A9 et B2386000 POITIERS 
 Téléphone : 05.49.44.52.31E-mail : residences.campus@crous-poitiers.fr";199 avenue du Recteur Pineau - Bâtiments A9 et B23 86000 POITIERS;residences.campus@crous-poitiers.fr;05.49.44.52.31;;https://www.crous-poitiers.fr;https://www.crous-poitiers.fr;http://www.stockcrous.fr/visites/Francine%20Poitevin/residence-francine-poitevin-poitiers.html;;;https://www.crous-poitiers.fr;https://www.crous-poitiers.fr/logements/demande-de-reparation-pour-un-logement/;"{""house_service"": [""Parking"", ""Internet / Wifi"", ""Laverie"", ""Surveillance / Sécurité"", ""Distribution protections périodiques""]}";;46.5679092407, 0.387620002;https://admin-v2.crous-mobile.fr//media/crous-images/9723d6053a80a8d4c662a9355e20601e.jpeg;Nouvelle-Aquitaine
846;Résidence Geoffroy de Villehardouin;À proximité de;11 et 13, rue de Québec 10430 Rosières-Près-Troyes;"Localisation

Sur le campus de la Technopole de l’Aube, la résidence est implantée entre l’UTT - où se situe notre Resto U’ Les Lombards - et l’IUT de Troyes.  
  
  

Description

La résidence comprend 152 studios de 12 m² équipés avec kitchenette (WC, douche, lavabo). 
  
  

Accès

Bus : lignes 6, Arrêt - CROUS 
  
  

Types de logements

   
 T1 : 333 € 
   
Loyer toutes charges comprises (eau, EDF, chauffage, Internet)";"Accessibilité PMR
 Cuisine
 Parking
WiFi Planet Campus
Local à vélos";"Résidence Villehardouin
 11 et 13, rue de Québec10430 Rosières-Près-Troyes 
 Téléphone : 03 25 82 19 45 E-mail : residence-villehardouin@crous-reims.fr 
   
 Secrétariat ouvert du lundi, mardi, jeudi et vendredi de 13h45 à 16h45. Et le lundi de 10h à 13h.";11 et 13, rue de Québec 10430 Rosières-Près-Troyes;residence-villehardouin@crous-reims.fr;03 25 82 19 45;;https://www.crous-reims.fr/;https://www.crous-reims.fr/;https://vr.visite360pro.com/tour/b1WvWnIe5Y-JgbvbhLg5Y?scene=48.267130555556|4.0758361111111|96.54244155795834|-29.778731700284133|1.0795414300773054|CAoSLEFGMVFpcE05d2ZiaVhld0NuSWh2Rmp1bjBfZFNWVU00T05TQ1J4NU1fVF9q|false|GOOGLE;;https://vr.visite360pro.com/tour/b1WvWnIe5Y-JgbvbhLg5Y?scene=48.267130555556|4.0758361111111|96.54244155795834|-29.778731700284133|1.0795414300773054|CAoSLEFGMVFpcE05d2ZiaVhld0NuSWh2Rmp1bjBfZFNWVU00T05TQ1J4NU1fVF9q|false|GOOGLE;https://trouverunlogement.lescrous.fr;https://www.crous-reims.fr/;"{""house_service"": [""Accessible PMR"", ""Parking"", ""Cuisine collective"", ""Garage à vélos"", ""Internet / Wifi""]}";;48.2698745728, 4.0790910721;https://ephoto.nuonet.fr/link/ptu19tya4g1frkw.jpeg;Grand Est
448;Résidence Ouest;1074 lits (1046 chambres de 12 m² avec sanitaires, 16 T1 et 12 T1 aménagés pour personnes handicapées);Grenoble - Domaine Universitaire;"La résidence Ouest est située en plein coeur de campus Université Grenoble Alpes, à deux pas des transports et commerces. La résidence Ouest est répartie en 7 bâtiments et propose de nombreuses chambres de 12 m² (avec salle de bain ; Cuisine à partager) et des studios entièrement équipés et accessibles PMR.  
  Loyers pour l'année 2024-25 (à compter du 1er septembre 2024) 

Logement chambre 12m² : 302 € (eau, électricité, chauffage, internet et maintenance compris)
Logement studio 24m² : 415 € (eau, électricité, chauffage, internet et maintenance compris)

 Caution : 200€ Durée du bail : 12 mois (préavis de 1 mois) 
   
 À proximité 
   
 Campus SMH de l'Université Grenoble Alpes 
   
 Équipements individuels 
   

Lit
Chaise
Bureau
Étagère
Placard
Table et 2 tabourets
Evier
Cabine de douche trifonction (douche, lavabo, WC)
Petit refrigérateur
Accès internet
Prises TV et téléphone
 Cuisine partagée

   
 Transports 
   
 Tram C et B 
   
 Faites votre demande de logement maintenant !";.;"Résidence Ouest
Adresse : 
 Domaine universitaire107 rue des Taillées 38400 Saint Martin d'Hères  Tél : 04 76 82 76 50";107 rue des Taillées 38400 Saint Martin d'Hères;ouest.crous38@crous-grenoble.fr;04 76 82 76 50;;https://www.crous-grenoble.fr/;https://mesrdv.etudiant.gouv.fr/fr;https://grenoble-crous.fr/ouest/;;;https://www.crous-grenoble.fr/demanderunlogement/reservation-paiement-ligne/;https://www.crous-grenoble.fr/;"{""house_service"": [""Accessible PMR"", ""Logement adaptable"", ""Cuisine collective"", ""Douche individuelle"", ""Station réparation vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente"", ""Salle de travail"", ""Salle de sport"", ""Surveillance / Sécurité"", ""Bibliothèque"", ""Salle jeux de société"", ""Salle jeux videos"", ""Salle de jeux"", ""Distribution protections périodiques""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240220_152a169_PHOTO_OUEST_T1 (Personnalisé).JPG"", ""https://admin-v2.crous-mobile.fr//media/house/20240220_0ed8c26_PHOTO_OUEST_T1bis_vue1 (Personnalisé).JPG"", ""https://admin-v2.crous-mobile.fr//media/house/20240220_1438585_PHOTO_OUEST_T1bis_sdb (Personnalisé).JPG"", ""https://admin-v2.crous-mobile.fr//media/house/20240220_fb144cb_4_PHOTO_OUEST_LAVERIE.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240220_f4f5834_5_PHOTO_OUEST_SPORT.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240220_980d79c_6_PHOTO_OUEST_MUSIQUE.jpg""]}";45.1922912598, 5.7542500496;https://ephoto.nuonet.fr/link/lkh19wohc8tfce8.jpeg;Auvergne-Rhône-Alpes
456;Résidence Le Home des étudiants;117  logements  individuels,  8  logements  à  partager  et  de  8  logements PMR;Grenoble - En ville;"Située dans le quartier Hoche de Grenoble, à mi-chemin entre le centre-ville et le campus universitaire. La résidence Le Home des Étudiants propose différents types de logement allant du T5 en colocation à la chambre individuelle.  
  Loyers pour l'année 2024-25 (à compter du 1er septembre 2024) 

Logement chambre 9m² : 304€ (eau, chauffage, électricité, internet et maintenance compris)
Logement chambre 17m² : 369€ (eau, chauffage, électricité, internet et maintenance compris)
Logement chambre 22m² : 416€ (eau, chauffage, électricité, internet et maintenance compris)
Logement Studette 14m² : 409€ (eau, chauffage, électricité, internet et maintenance compris)
Logement T1 30m² : 461€ (eau, chauffage, électricité, internet et maintenance compris)

Caution : 383€ par personne pour tous les logements 
Durée du bail : 12 mois (préavis de 1 mois)Prévoir de souscrire un contrat individuel de fourniture d'électricité 
   
 À proximité 
   
 Centre-ville de Grenoble, IUTs, Grenoble INP, etc. 
   
 Équipements individuels 
   

Lit
Chaise
Bureau
Étagère
Placard
Table et 2 tabourets
Evier
Plaques de cuisson
Cabine de douche trifonction (douche, lavabo, WC)
Petit refrigérateur
Accès internet 
NOUVEAU : le Crous et Les Biens en Communs vous proposent à la résidence Maison des Etudiants un service de location de matériel à l'heure et à tarif étudiant. Aspirateur, outils, matériel informatique : les casiers des biens en communs recèlent bien des équipements disponibles à la location.

   
 Transports 
   
 Tram A, C, bus C1 
   
 Faites votre demande de logement maintenant !";.;"Résidence Le Home des étudiants
Adresse : 
 2 avenue Général Champon 38000 Grenoble  Bus : 53, 1 Tram : ligne A/C - Chavant/Hôtel de Ville";Rue Général Champon 38000 Grenoble;;;;https://www.crous-grenoble.fr/;https://www.crous-grenoble.fr/;http://grenoble-crous.fr/mde-galilee-home;;;https://www.crous-grenoble.fr/demanderunlogement/reservation-paiement-ligne/;https://glpi.crous-grenoble.fr/plugins/formcreator/front/formdisplay.php?id=6;"{""house_service"": [""Accessible PMR"", ""Ascenseur"", ""Douche individuelle"", ""Internet / Wifi"", ""Laverie"", ""Surveillance / Sécurité"", ""Distribution protections périodiques""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240221_64289a3_1_PHOTO_HOME_facade_fresque (Personnalisé).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240221_a9d3f3a_PHOTO_HOME_GrdT1_Vue1 (Personnalisé).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240221_be6afa8_PHOTO_HOME_GrdT1_Vue2 (Personnalisé).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240221_8e478cd_PHOTO_HOME_T1 (1) (Personnalisé).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240221_f64a9e7_PHOTO_HOME_T1 (2) (Personnalisé).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240221_a05c524_PHOTO_HOME_T1 (5) (Personnalisé).jpg""]}";45.1830978394, 5.7310681343;https://ephoto.nuonet.fr/link/qwu19wkzrujbwn4.jpg;Auvergne-Rhône-Alpes
459;Résidence des Bornes;78 places disponibles (10 individuels en studio et 68 en T1 bis en colocation);Le Bourget du Lac - En ville;"La résidence est située sur le campus du Bourget-du-Lac à quelques pas de l’Université Savoie Mont- Blanc. Elle est composée de 2 bâtiments :  

Les Bornes 1 qui dispose de 34 T1 bis en colocation 34,5 m² à 39 m² et de 10 studios de 16 m² à 23 m².
Les Bornes 2 qui dispose de 34 T1 bis en colocation 34,5 m² à 39 m² .

 Le site est équipé d'un city stade.  
  Loyers pour l'année 2024-25 (à compter du 1er septembre 2024)

Logement T1 16 à 23m² : 292 € (eau, électricité, chauffage, internet et maintenance compris)
Logement T1 23m² : 318 € (eau, électricité, chauffage, internet et maintenance compris)
Logement T1 Bis pour colocation à 2, 34 m²  à 39 m² : 244 € à 266 € par personne selon superficie (eau, électricité, chauffage, internet et maintenance compris)

Caution : 

200 € pour les studios
150 €/personne pour les T1bis en colocation

Durée du bail : 12 mois (préavis de 1 mois) 
   
 À proximité 
   
 Campus Technolac et Université Savoie Mont-Blanc du Bourget-du-Lac 
   
 Équipements individuels 
   

Lit
Chaise
Bureau
Étagère
Placard
Table
Evier
Plaques de cuisson
Salle de douche (douche, lavabo, WC)
Petit refrigérateur
Accès internet
Linge de lit, vaisselle et micro-ondes NON FOURNIS

   
 Transports

Bus Synchrobus ligne A
Bus ONDEA ligne 1

   
 Faites votre demande de logement maintenant !";.;"Résidence universitaire Les Bornes
rue du lac de la Thuile
73370 Le BOURGET DU LAC
tel. accueil: 04 79 25 23 83
residence.lebourget@crous-grenoble.fr";rue du lac de la Thuile 73370 Le BOURGET DU LAC;residence.lebourget@crous-grenoble.fr;04 79 25 23 83;"<p><strong>Secrétariat et accueil située à la résidence Le Bugey, bâtiment les Arves.</strong></p>
<ul>
<li>Lundi : 8h00 - 12h00 et 13h00 - 16h30</li>
<li>Mardi, mercredi, jeudi : 8h00 - 12h00 et 13h00 - 16h00</li>
</ul>";https://www.crous-grenoble.fr/;https://www.crous-grenoble.fr/;https://www.crous-grenoble.fr/logement/residence-des-bornes/;;;https://www.crous-grenoble.fr/demanderunlogement/reservation-paiement-ligne/;https://www.crous-grenoble.fr/se-loger/je-suis-resident-crous/gerer-son-logement/demande-intervention-logement/;"{""house_service"": [""Parking PMR"", ""Parking"", ""Douche individuelle"", ""Station réparation vélos"", ""Internet / Wifi"", ""Laverie"", ""Surveillance / Sécurité"", ""Restauration sur place"", ""Distribution protections périodiques"", ""Kitchenette individuelle""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240227_e0f02e7_1_PHOTO_BORNES_FACADE.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_d21feca_PHOTO_BORNES (2).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_5b420ee_PHOTO_BORNES (3).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_dedff35_PHOTO_BORNES (5).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_fecda81_PHOTO_BORNES (10).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_755f70c_PHOTO_BORNES (12).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_0805c71_PHOTO_BORNES (17).jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_bfa00bb_7_PHOTO_BORNES_CityStade.jpg""]}";45.6431427002, 5.8657522202;http://stockcrous.fr/static-images/83738f8f0814bac6f52355e6d735e8a8.jpg;Auvergne-Rhône-Alpes
463;Résidence Clacton-Tendring;73 logements (T1, T1bis et T2 colocation de 18 à 47 m²);Valence - En ville;"Située à l’est de Valence, près de l’embranchement de la Lacra (périphérique Valence) et dans le secteur Rabelais, DSDA, IUT. La résidence propose 16 studios, 14 T2 colocation et 43 T1 bis.  
  Loyers pour l'année 2024-25 (à compter du 1er septembre2024)  

Logement T1 18m² : 249€ (eau, internet et maintenance compris)
Logement T1 bis 20 à 23m² : 335 € (eau, internet et maintenance compris)
Logement T2 de 37 à 47 m² : 348 € (eau, internet et maintenance compris)
Logement T2 colocation de 37 à 47 m² : 204 € par personne (eau, internet et maintenance compris)

   
Caution : 200 € (T1), 260 € (T1bis et T2 seul) ou 150 € par personne (T2 colocation)Durée du bail : 12 mois (préavis de 1 mois) 
   
 Composition de la résidence : 
   

16 studios T1 de 18m²
43 T1 bis entre 20 et 23m²
14 T2 seul ou colocation entre 37 et 47m²

   
 À proximité 
   
 Campus Valence secteur Rabelais, DSDA, IUT et ESAD 
   
 Équipements individuels 
   

Lit
Chaise
Bureau
Étagère
Placard
Table et chaise
Cuisine : frigo, plaque et évier
Salle de bain
Accès internet

   
 Faites votre demande de logement maintenant !";.;"Résidence Clacton
Adresse : 
 20 rue Clacton-Tendring 26000 Valence  Tél : 04 75 43 72 88  Bus 2";20 rue Clacton-Tendring 26000 Valence;cite-valence@crous-grenoble.fr;04 75 43 72 88;<p>Le secrétariat est ouvert (Résidence Derodon - 6 rue Derodon - 26000 Valence) :<br />• lundis, mercredis et vendredis : 10h00-12h30<br />• jeudis : 14h00-16h00</p>;https://www.crous-grenoble.fr/;https://www.crous-grenoble.fr/;https://www.crous-grenoble.fr/logement/residence-clacton/;;;https://www.crous-grenoble.fr/demanderunlogement/reservation-paiement-ligne/;https://www.crous-grenoble.fr/;"{""house_service"": [""Internet / Wifi"", ""Surveillance / Sécurité"", ""Distribution protections périodiques""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240227_de8dfbd_Valence-Clacton-Bat.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_89ae95f_Valence-Clacton-T1.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_1881c96_Valence-Clacton-T2.jpg""]}";44.9307289124, 4.9246897697;https://admin-v2.crous-mobile.fr//media/crous-images/f7804e28a34c49cfe4638cad670abdee.jpg;Auvergne-Rhône-Alpes
465;Résidence des Moulins;62 logements (T1 de 18 à 24 m²);Valence - En ville;"Situé en plein Valence dans un secteur tranquillle à deux pas du site de Derodon et Camille Vernet. La résidence des Moulins est située en bord de route avec parking, et propose 62 studios entre 18 et 24m². 
   
 Voir les photos de la résidence
 Loyers

Logement T1 : 368 € (eau, internet et maintenance compris)

   
Caution : 370 €Durée du bail : 12 mois (préavis de 1 mois) 
   
 Composition de la résidence :

62 studios T1 entre 19 et 24 m²

   
 À proximité 
 Campus Valence secteur Derodon / Camille Vernet 
   
 Équipements individuels

Lit
Chaise
Bureau
Étagère
Placard
Cusine : frigo, plaque et évier
Salle de bain
Accès internet

Équipements collectifs

Laverie à la résidence Derodon à 200m
Local vélo
Entrée sécurisée par badge
Parking souterrain à la résidence Derodon à 200m (10,80€/mois)
Salle de convivialité à à la résidence Derodon à 200m

Transports 
 Bus lignes : C2 - 13 - 20 
   
 Faites votre demande de logement maintenant !";.;"Résidence des Moulins
Adresse : 
 88 rue des Moulins 26000 Valence  Tél : 04 75 43 72 88  Bus 2, 4 et 8";88 rue des Moulins 26000 Valence;logement.valence@crous-grenoble.fr;04 75 43 72 88;;https://www.crous-grenoble.fr/;https://www.crous-grenoble.fr/;http://appli.crous-grenoble.fr/fichiers/360/desmoulins/tour.html;;;https://www.crous-grenoble.fr/demanderunlogement/reservation-paiement-ligne/;https://www.crous-grenoble.fr/;"{""house_service"": [""Parking"", ""Douche individuelle"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20240227_561f97e_1_PHOTO_MOULINS_FACADE.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_f7ed4f9_PHOTO_MOULINS_T1_Vue1.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_c37c48b_PHOTO_MOULINS_T1_Vue2.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_3e817f5_PHOTO_MOULINS_T1_Vue3.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_08b44ee_PHOTO_MOULINS_T1_Vue4.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_dc6b7c0_PHOTO_MOULINS_T1_CUISINE.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20240227_9143801_PHOTO_MOULINS_T1_SDB.jpg""]}";44.9230995178, 4.9021201134;https://ephoto.nuonet.fr/link/uwa1a16mwyi5dls.jpg;Auvergne-Rhône-Alpes
1348;Résidence Le Cadran Solaire;120 logements en plein campus santé de Grenoble à La Tronche.;Grenoble - Dans l'agglomération;"La résidence Cadran Solaire se trouve en plein coeur du campus santé à La Tronche, à deux pas du CHU et des établissements d'enseignement, dans un bâtiment entièrement neuf ouvert en octobre 2023. 
   
  Loyers pour l'année universitaire 2024-25 (à partir du 1er septembre 2024) 

Logement Studio 18m² : 363 € (eau, électricité,chauffage, internet et maintenance compris)
Logement Studio PMR 22m² : 363 € (417 € non-PMR) (eau, électricité,chauffage, internet et maintenance compris)
Logement Couple : 595 € - PMR 530 € (eau, électricité,chauffage, internet et maintenance compris) 

Caution : un mois de loyerDurée du bail : 12 mois (préavis de 1 mois) 
   
 À proximité 
   
 Campus Santé (pharmacie, médecine...), CHU Grenoble Alpes, Campus SMH à quelques minutes tram B 
   
 Équipements individuels 
   

Lit
Chaise et tabouret
Bureau
Étagère
Placard
Salle de bain (douche, wc et lavabo avec meubles)
Petit refrigérateur
Kitchenette (four micro-onde et plaques de cuisson)
Accès internet

   
 Transports 
   
 BUS lignes 41, 42, 6030, 6550 - Arrêt « Grand Sablon »BUS ligne C1 - Arrêt « Sablon »Tram B 
   
 Faites votre demande de logement maintenant !";;"Résidence du Cadran Solaire
Adresse :24, avenue des Maquis du Grésivaudan38700 La TroncheContact :Tel : 07 86 51 96 18email : residence.latronche@crous-grenoble.fr TRAM ligne B - Arrêt « La Tronche - Hôpital »BUS ligne 16 - Arrêt « Commandant Nal »";24, avenue des Maquis du Grésivaudan - 38700 La Tronche;residence.latronche@crous-grenoble.fr;07 86 51 96 18;;https://www.crous-grenoble.fr/;https://mesrdv.etudiant.gouv.fr/fr;;;;https://www.crous-grenoble.fr/demanderunlogement/reservation-paiement-ligne/;https://www.crous-grenoble.fr/;"{""house_service"": [""Accessible PMR"", ""Ascenseur"", ""Douche individuelle"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Salle de détente"", ""Salle TV"", ""Restauration sur place"", ""Kitchenette individuelle""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20231018_9f03aa3_tinywow_crous-photographe-christophe-levet--16_37658066.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20231018_7cf5fa2_tinywow_crous-photographe-christophe-levet-8866_37657658.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20231018_9a1d3c7_crous-photographe-christophe-levet--48.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20231018_87f116f_crous-photographe-christophe-levet--49.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20231018_b01eb41_crous-photographe-christophe-levet--53.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20231018_bdb9e74_crous-photographe-christophe-levet--47.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20231018_9e53f18_crous-photographe-christophe-levet--55.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20231018_5f030e2_crous-photographe-christophe-levet--57.jpg""]}";45.202886, 5.744041;https://ephoto.nuonet.fr/link/htu1aey0gs4bg1s.jpeg;Auvergne-Rhône-Alpes
355;Studios CÉZEAUX;Studios sur le campus des Cézeaux;Les Cezeaux;"Situés sur le campus universitaire des Cézeaux, ces 375 logements sont répartis en 363 studios (pour une personne seule) et 12 T1bis destinés à la colocation (2 lits).  
STUDIOS T1 et T1 bis :
SUPERFICIE : T1-20 m² / T1bis– 35 m² 
 LOYER MENSUEL : T1-322,48 € / T1bis– 432,92 € TTC / T1 cuisine commune- 301,06 € TTC 
 DÉPÔT DE GARANTIE : T1-330 € / T1bis-440 € 
 DURÉE DU CONTRAT : 12 mois du (1er septembre au 31 août) 
 ÉQUIPEMENT : kitchenette (deux plaques de cuisson, un réfrigérateur et un évier), sanitaire individuel (douche, WC et lavabo), prise pour la télévision, prise pour le téléphone, accès Internet. 
 Lieux d’études proches : IUT de Clermont-Ferrand, UFR Sciences et Technologies, UFR Sciences et Techniques des Activités Physiques et Sportives (STAPS ), SIGMA, Polytech’, ISIMA 
 Transports : Tram A arrêt Campus 
 Les studios ouvrent droit à l'Allocation à caractère Social (ALS). Tous les renseignements sur les aides au logement sur www.caf.frPour obtenir un studio ou un T1 bis sur le campus des Cézeaux, il faut constituer un Dossier Social Etudiant (DSE) avant le 31 mai qui précède la rentrée universitaire envisagée, et le plus tôt possible.";"Les lieux de restauration à proximité :

Rest'Océzo (Resto U)
Le Saxo (Cafétéria)
La Véranda (Cafétéria)
Le Nota Bene (bar musical du Crous)

Mais aussi :

local vélo
parking
laverie
paiement par carte bancaire
accès handicapés";STUDIOS DES CÉZEAUX17 rue Roche-Genès 63170 Aubière Cedex  Tél. : 04 73 28 89 00E-Mail : residence-cezeaux@crous-clermont.fr;17 rue Roche-Genès 63170 Aubière Cedex;residence-cezeaux@crous-clermont.fr;04 73 28 89 00;;https://www.crous-clermont.fr/;https://mesrdv.etudiant.gouv.fr/fr;https://www.google.com/maps/@45.7565161,3.1116251,3a,72.7y,127h,77.38t/data=!3m6!1e1!3m4!1sAF1QipMO7L8cm_hodmfNZt5vl6GU4ZWUL4rZSh_GVTYG!2e10!7i10000!8i5000?shorturl=1;;;https://trouverunlogement.lescrous.fr/;https://www.crous-clermont.fr/;"{""house_service"": [""Parking"", ""Cuisine collective"", ""Douche individuelle"", ""Garage à vélos"", ""Internet / Wifi"", ""Laverie"", ""Distribution protections périodiques""]}";"{""url"": [""https://admin-v2.crous-mobile.fr//media/house/20221208_e50da32_Studios Cézeaux - studio5 - Crous Clermont Auvergne.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20221208_7b736ec_Studios Cézeaux - studio2 - Crous Clermont Auvergne.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20221208_7465b0e_Studios Cézeaux - studio6 - Crous Clermont Auvergne.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20221208_dbde4f8_Studios Cézeaux - studio7- Crous Clermont Auvergne.jpg"", ""https://admin-v2.crous-mobile.fr//media/house/20221208_930e3bd_Studios Cézeaux - studio - salle bain - Crous Clermont Auvergne.jpg""]}";45.7555278, 3.110977;http://www.caf.fr;Auvergne-Rhône-Alpes
